,CELG    US Equity,GILD    US Equity,BIIB    US Equity,AMGN    US Equity,REGN    US Equity,INCY    US Equity,ILMN    US Equity,MYL     US Equity,VRTX    US Equity,ALXN    US Equity,BMRN    US Equity,SHPG    US Equity,SGEN    US Equity,ALKS    US Equity,JAZZ    US Equity,TSRO    US Equity,QGEN    US Equity,UTHR    US Equity,EXEL    US Equity,IONS    US Equity,OPK     US Equity,ALNY    US Equity,ACAD    US Equity,PRAH    US Equity,KITE    US Equity,TECH    US Equity,BLUE    US Equity,NKTR    US Equity,MDCO    US Equity,NBIX    US Equity,AKRX    US Equity,CLVS    US Equity,ICPT    US Equity,RARE    US Equity,GWPH    US Equity,CBPO    US Equity,GRFS    US Equity,SAGE    US Equity,ENDP    US Equity,AGIO    US Equity,INCR    US Equity,HZNP    US Equity,IRWD    US Equity,JUNO    US Equity,PTLA    US Equity,LGND    US Equity,AVXS    US Equity,PRTA    US Equity,TBPH    US Equity,HALO    US Equity,PCRX    US Equity,RDUS    US Equity,ONCE    US Equity,SRPT    US Equity,FGEN    US Equity,ARRY    US Equity,SUPN    US Equity,AERI    US Equity,LXRX    US Equity,GBT     US Equity,INVA    US Equity,BPMC    US Equity,MYGN    US Equity,EGRX    US Equity,DERM    US Equity,ACOR    US Equity,RGEN    US Equity,FMI     US Equity,CHRS    US Equity,GHDX    US Equity,ALDR    US Equity,FOLD    US Equity,INSM    US Equity,FPRX    US Equity,XLRN    US Equity,EPZM    US Equity,XNCR    US Equity,MNTA    US Equity,LOXO    US Equity,AIMT    US Equity,IPXL    US Equity,SGYP    US Equity,DEPO    US Equity,DBVT    US Equity,AMRN    US Equity,ESPR    US Equity,EDIT    US Equity,INSY    US Equity,AMAG    US Equity,FLXN    US Equity,VSAR    US Equity,IMMU    US Equity,LMNX    US Equity,PGNX    US Equity,ADRO    US Equity,NVCR    US Equity,ITCI    US Equity,AMPH    US Equity,BGNE    US Equity,RTRX    US Equity,BCRX    US Equity,VNDA    US Equity,MGNX    US Equity,ARDX    US Equity,OMER    US Equity,NLNK    US Equity,ENTA    US Equity,RVNC    US Equity,NH      US Equity,AMRI    US Equity,ANIP    US Equity,XBIT    US Equity,RGNX    US Equity,ATRA    US Equity,ACHN    US Equity,SPPI    US Equity,CYTK    US Equity,SCMP    US Equity,NTLA    US Equity,INO     US Equity,KPTI    US Equity,LBIO    US Equity,CERS    US Equity,PACB    US Equity,MCRB    US Equity,TLGT    US Equity,NSTG    US Equity,RIGL    US Equity,CLDX    US Equity,CRIS    US Equity,PRTK    US Equity,MACK    US Equity,ADMS    US Equity,OTIC    US Equity,AQXP    US Equity,BOLD    US Equity,AVDL    US Equity,ARNA    US Equity,GERN    US Equity,AKBA    US Equity,NVAX    US Equity,PDLI    US Equity,CCXI    US Equity,OMED    US Equity,COLL    US Equity,BLCM    US Equity,ONVO    US Equity,NERV    US Equity,PTCT    US Equity,NK      US Equity,SGMO    US Equity,BRIXX   US Equity,ZGNX    US Equity,CGEN    US Equity,CEMP    US Equity,MNOV    US Equity,TRVN    US Equity,PETX    US Equity,FOMX    US Equity,CLSD    US Equity,ARZ     CN Equity,ARWR    US Equity,OPHT    US Equity
7/4/2014,3.9055,5.9802,4.0927,3.5922,12.2146,0.1801,5.883,0.5436,5.3642,4.1942,2.8012,1.0086,-0.5916,0.0589,11.5205,11.0776,0.245,1.2633,1.1527,0.1411,-1.6484,5.6163,5.4886,,-0.6817,1.2261,1.3702,3.1931,1.9635,5.7239,7.0009,0.5643,1.0268,12.4246,7.7283,9.2329,-0.501,,-1.5354,-3.6811,,1.3784,1.2258,,4.8647,4.4351,,4.9776,0.1768,2.719,2.9667,39.6488,,-0.8949,,10.8235,2.3963,-4.778,3.7037,,0.9967,,-2.3448,4.6426,,0.2656,5.0353,12.3466,,4.1481,-3.9551,32.6733,2.5628,-1.8905,-3.4523,16.4626,-3.1972,1.7677,,,1.4215,3.7221,7.2562,,0.5917,2.3948,,-0.638,0,4.4331,0.5952,6.7039,3.1268,9.1124,,,-1.1662,-13.619,,6.7444,1.3578,-1.8507,-0.3147,28.0702,3.765,3.147,-4.8096,-2.4136,,10.3692,6.6189,,,,-0.7768,11.1111,1.0309,3.4043,,-0.7456,-5.6202,9.5238,3.6585,3.268,,11.2,4.7018,5.4945,3.7304,12.5749,14.359,1.9126,1.4681,,-0.7634,,6.1878,-0.1709,7.4074,-1.8888,8.4416,1.1387,10.0182,5.7822,,,1.3953,,-0.8727,,8.0321,,14.3564,1.2048,8.91,-2.4155,12.8773,20.0537,,,,-8.1533,-0.6675
7/11/2014,-1.1088,0.9443,-2.6967,-2.5071,1.5908,-8.621,-3.4015,-3.0701,0.2733,-0.609,-8.2056,4.9336,-3.2342,-5.0814,-7.3824,-7.7132,0.6925,2.9587,-5.2707,-13.1305,0.4469,-12.7273,-5.6684,,-19.046,-2.2725,-14.7685,-5.0566,-8.0405,-9.6178,2.0631,-9.5628,-9.2987,-14.5895,-13.4209,-1.8143,-4.6006,,-5.0823,-15.355,,-5.3152,-5.3537,,-15.7138,-1.2709,,-11.8326,-11.7093,-4.2353,-7.7366,-23.5606,,-26.4883,,-13.5881,-5.3105,2.6077,-0.5952,,-4.8355,,0.4222,-2.8873,,-7.5044,1.3457,-15.8703,,-5.0498,-13.5225,-1.4925,-4.9975,-3.0565,-8.9543,-9.4188,-2.2018,-2.9777,,,-5.3781,-5.5024,-8.6681,,-6.4706,-3.0973,,-18.7801,-3.2834,-5.2192,-4.6989,-6.2827,-5.6148,-8.026,,,-9.9705,2.4256,,-14.5086,-4.0189,-10.308,-9.2918,-13.1605,-19.5712,-17.4085,-5.076,-1.8626,,-3.758,-6.8799,,,,-0.5208,-11.1236,-6.1224,-6.4472,,-4.9765,-14.9104,-0.7246,-3.0588,-9.019,,-1.0791,-9.5845,-11.4583,-14.6752,-2.6596,-3.139,-8.8472,-6.956,,-2.3077,,0.2009,-8.0479,-5.9561,-11.6934,-8.7824,-1.5353,-5.6291,-6.3983,,,-9.0596,7.8303,-10.088,,-14.746,,-24.2424,-3.8961,-21.497,0.9901,12.2995,-18.6034,,,,-6.2974,1.0385
7/18/2014,-4.6306,0.5183,-5.6235,-1.2274,-3.2236,-6.8372,-1.4663,3.3865,-1.8876,-1.2009,-0.3879,3.2121,-7.754,-4.6093,-5.6432,-9.2393,1.8608,-1.8658,5.2632,-6.7791,-4.1157,-6.1715,-9.1928,,-3.1793,-0.011,-0.4112,-11.6057,-4.8494,-5.9197,-1.3572,-2.7146,-1.5662,0.0698,-6.8362,2.3261,-1.5835,,2.2969,-0.7748,,-8.6162,-2.6263,,-6.2791,-19.4349,,-10.6589,6.931,-6.0197,-1.4689,4.4156,,-0.4095,,-3.9312,-12.0722,-15.6719,-10.1796,,-3.3184,,1.8917,-4.2059,,-4.2316,-3.7344,8.5193,,2.6966,-2.574,-4.2677,-6.2599,-1.8506,-11.7162,-7.1095,-10.5066,-6.1381,,,-0.5167,-2.5316,-11.9599,,-5.0314,-4.6967,,2.253,-7.339,-9.6916,-14.8283,-5.8659,1.7847,12.9717,,,-5.6356,2.7987,,-2.4635,-7.3071,-6.6573,-6.2655,-8.7324,-3.8961,-9.4307,-5.5692,-5.4138,,-4.7143,-7.5613,,,,-10.733,-8.8496,-6.9565,-8.5044,,0.4941,-4.7294,-2.3358,-5.8252,-8.1739,,2,0.7413,-9.1176,-12.6445,-8.7432,1.3889,-11.3235,4.7847,,-6.6367,,-7.8209,-7.8212,-12,-4.8446,-7.6586,-1.9751,-1.0526,-0.5885,,,-8.8272,-3.177,-2.8152,,-7.9942,,-6.2857,-0.4505,-1.1086,-3.9216,-0.1587,-12.011,,,,-8.1781,-0.0967
7/25/2014,2.4688,0.7289,10.3091,3.8377,-0.9251,-0.1056,-1.7351,-0.3083,-1.4918,3.5907,2.6075,-1.7078,1.1304,-2.6219,0.1546,1.6547,-0.7546,0.0765,19.7143,4.8713,4.4084,1.8766,1.8272,,-3.5902,1.6125,-1.5335,-1.259,-5.6757,1.3483,0.9368,0.1329,1.0424,0.2558,1.604,-3.2292,2.511,-12.1595,1.9033,2.881,,-0.7143,6.2241,,1.0753,-2.4552,,-1.1931,-1.4958,-0.8715,0.4108,-14.9254,,-5.9845,,6.9054,-3.3514,-10.4566,-0.6667,,-17.9836,,-4.5384,-4.1635,,-1.9601,-2.2414,-1.6822,,-2.5164,9.7754,17.3833,-1.7957,-9.567,5.1589,15.0295,-0.4193,-1.9074,,,-3.4972,-2.0779,2.8922,,-0.6623,-4.7228,,12.7174,-0.6466,0.7317,-5.5746,-0.8902,3.6821,6.0543,,,-4.7222,-5.9686,,7.5772,4.163,6.4565,11.8833,-3.1481,-0.569,4.4626,2.4008,5.5592,,0.1,-4.7143,,,,5.8651,-2.2191,-0.9346,-1.1218,,24.1888,4.9641,19.5815,-6.1856,-10.0379,,-5.5258,-9.0508,7.4434,5.6031,7.7844,4.5662,-5.3068,-4.9658,,-3.6145,,-0.6526,-3.6364,-8.3333,-0.891,4.2654,0.7423,0,4.0073,,,8.9903,5.9375,16.7086,,-2.6856,,-4.5732,-3.3937,5.4933,0,-10.3339,-2.8861,,,,-0.8818,-1.6219
8/1/2014,-0.5851,1.8477,-1.6754,2.2061,7.0012,-0.7822,-5.9405,-4.8512,-8.5849,-4.7414,2.2277,-1.872,5.761,-4.3836,-1.9507,-1.557,-3.0812,-2.271,0,0.8626,-2.8889,-2.0427,0,,1.9074,0.5074,2.965,7.6503,-4.5845,-0.5174,-1.3921,-2.3355,3.6335,-0.8583,-1.6965,-0.5708,-13.5553,12.5189,-1.3279,1.8582,,-37.1223,-5.0781,,1.473,-1.9577,,-4.7201,-8.4151,1.978,12.1464,-18.3236,,6.7541,,-5.0239,-4.2506,-10.9638,-0.6711,,-3.531,,0.2701,-15.6398,,-3.592,-6.8342,-15.4753,,-4.4519,-4.994,-9.4382,-1.4286,-7.3359,4.4081,-10.5613,3.4737,-0.8333,,,-15.2135,-4.244,-8.0068,,10,13.0029,,-11.1111,2.7657,-2.3406,-4.5413,-4.7904,1.3529,-8.6614,,,7.7259,-1.559,,-8.4348,6.6327,-0.8463,-5.7373,-15.6788,-2.9328,-4.0882,-1.0703,-3.4279,,-6.64,-12.3853,,,,-2.4931,-1.9858,-1.8868,-3.0794,,-22.8029,-8.1465,-15.75,4.533,-7.3684,,10,-1.9417,-2.4096,-4.4952,6.6667,-2.1834,1.2259,-3.3634,,-7.8766,,-2.4088,-6.499,-3.719,-8.2192,-2.9545,-3.4737,-0.3546,-7.8371,,,-8.6294,-7.6696,-0.2158,,0.0812,,-17.5719,-2.3419,-1.169,2.7551,13.2979,-7.2289,,,,6.5836,-5.8809
8/8/2014,-0.1616,1.0383,-1.7524,1.1151,4.3199,1.5981,4.0903,-6.8657,-1.2681,-0.0063,3.293,-5.0577,6.1247,-2.4668,-2.2543,1.7254,-2.8076,-0.8602,0.4773,10.9539,8.238,8.2666,2.6673,,2.6292,1.1386,-0.4072,6.9374,4.8906,1.5602,0.9412,11.087,2.432,15.7932,-0.803,-0.7507,-2.7235,0.7059,-6.4478,-2.261,,5.6064,-7.4074,,7.0565,4.9104,,18.1452,2.9016,4.8491,5.4206,40.9308,,-3.9599,,1.0076,-0.9346,-2.1191,4.7297,,2.3949,,1.6703,-3.0899,,6.4675,0.7572,8.637,,2.3884,-6.2065,2.7295,-31.4783,-5.4167,1.8727,12.2132,0.7121,3.268,0,,-0.6348,-0.831,11.1111,,0.6061,-2.4793,,9.0278,8.971,7.0248,-2.7593,6.2893,-1.6685,-0.2155,,,3.3153,13.1222,,16.9041,11.3238,-14.2248,-3.4708,-11.5646,0.8106,15.4215,-3.6579,-18.1672,,1.7112,5.4226,,,,4.5455,10.9986,-0.7212,9.699,,2.1538,5.7143,1.0386,-2.4967,10.9091,,7.3756,2.1452,-5.5556,11.1883,-7.8125,-1.7857,12.9758,-3.2318,,0.4088,,4.4129,-1.5695,5.1502,1.166,1.6393,2.5082,-7.4733,-4.5606,,,5.8333,3.9936,-4.0735,,11.841,,4.6512,6.7146,6.0215,-3.6743,-6.7293,-4.329,,,,7.596,-5.6471
8/15/2014,3.5776,7.6149,5.6843,4.6081,3.0445,7.7181,0.6689,1.3086,5.1608,7.6614,5.0789,3.0629,7.8396,2.4815,8.4346,7.1025,1.7842,3.437,-0.2375,7.1153,-4.0169,15.6664,6.7076,,-1.7803,2.1559,6.3084,6.25,4.499,13.0944,5.5944,8.1703,21.3555,9.1332,7.7081,1.2458,0.509,-8.9453,-0.6955,8.8328,,5.5255,0.1481,,-0.791,9.9048,,1.9503,-7.8886,1.4388,1.859,11.431,,6.4929,,-3.4913,6.1321,5.7929,2.5806,,0.1765,,-4.0276,20.9662,,4.3909,-9.9108,3.4369,,6.1568,5.3342,7.2464,11.5059,6.1674,-0.3676,10.3127,-1.0101,6.0579,0.6154,,1.7462,0,6.0833,,9.6386,5.3455,,22.9653,-2.6634,4.556,-5.1859,-0.8876,4.129,7.7754,,,20.3667,1.5,,-1.7872,-0.2865,13.267,6.618,-0.4274,-4.8977,17.9253,6.3904,-0.9069,,5.1525,2.8024,,,,25.6793,4.824,9.4431,6.25,,-5.9237,9.2624,-0.8811,1.0782,6.1475,,-2.2364,-3.0695,-10.7843,4.372,-6.7797,0.4545,7.8101,12.0745,,-7.1622,,5.086,-1.139,-1.6327,18.9488,6.9124,0.7447,-2.1154,-11.0005,,,2.0997,11.9816,25.5919,,1.5954,,-5.1852,-1.573,-3.9554,4.6392,9.396,-0.181,,,,8.1536,8.6728
8/22/2014,2.2488,4.4929,-0.73,0.0151,-2.246,-1.3824,2.0348,3.789,-0.7262,-1.798,4.3427,0.7914,1.4918,0.6752,7.2451,-4.322,-0.0835,2.5493,-2.1429,-4.982,-2.9736,-2.8397,-1.8592,,-3.5367,-0.5926,-2.2527,0.0745,-1.4481,-1.0349,4.1391,-0.9046,0.8465,-3.1291,1.4358,5.2736,9.3697,6.305,1.4327,5.4589,,-3.6961,-9.9852,,-5.0494,-9.454,,2.7738,3.3163,-3.9514,1.6697,4.8632,,-3.3823,,-3.3592,-0.1111,-7.4668,-8.1761,,-2.5991,,0.8007,0.8786,,-0.3795,5.683,-7.8863,,3.0259,4.2308,32.2072,-0.2276,-7.5519,-7.7491,-8.4764,4.5918,-3.3248,-0.2676,,2.2604,-1.3966,16.2608,,0.5495,-4.6411,,2.3022,3.0348,-4.8006,0.516,2.6866,1.7382,7.014,,,-15.0163,-0.2956,,1.6543,-7.9023,-8.4187,7.4291,8.1545,-1.2298,-11.8227,-0.6283,-10.2268,,-1.75,-2.6225,,,,5.5135,-1.6169,-4.8673,-2.5825,,14.301,-6.4159,-0.8889,-1.0667,0.5792,,-1.9608,-5,-5.1282,-3.258,-3.9394,0.4525,-6.392,2.1777,6.2346,-6.5502,,3.5446,-4.3779,-3.7344,-13.3333,-2.3707,2.5343,-2.7505,11.689,,,0,-7.4074,-10.2334,,-3.783,,-6.25,-1.0274,-0.2112,0.9852,-7.9755,6.5277,,,,-8.1845,-5.2524
8/29/2014,3.711,3.4629,0.903,4.939,2.8361,7.0089,4.2791,0.809,3.7131,0.6361,1.5108,-0.0736,2.6832,3.4459,2.5751,1.931,0.9398,25.1779,0.7299,18.73,1.0216,6.6106,8.1642,,29.56,-0.1046,12.4508,6.1012,1.7077,6.6013,3.3916,8.5349,0.9091,1.9878,1.2054,10.8746,3.293,-0.2759,-0.0157,5.8635,,9.8081,6.327,,11.5154,1.5613,,6.5612,3.5802,0.211,3.3706,-0.8696,,5.6195,,5.615,0.723,-2.0921,4.1096,,6.5581,,-0.8765,-0.2375,,3.4286,-5.9694,1.1299,,3.9161,4.797,22.4872,5.9316,4.3986,-2.2909,2.7099,4.2927,3.9683,-0.2683,,0.8596,10.4816,3.7162,,5.4645,1.1681,,-0.647,9.2709,6.4391,18.0698,-3.1977,0.6407,3.1835,,,-8.9629,19.4664,,11.31,5.3042,3.4373,-2.8207,18.7302,16.0311,10.1756,6.1204,3.5018,,0.7634,3.9334,,,,18.5451,2.5284,-0.4651,1.4728,,-1.1204,-0.8811,2.8401,1.3477,12.476,,14.8333,-2.2807,0.3861,9.3471,10.4101,-0.9009,5.9181,5.1038,15.7467,27.8816,,-1.2508,-0.7229,2.5862,0.6708,3.532,3.9135,3.2323,1.6024,,,0,4.8889,5.5333,,6.0831,,12.5,2.6528,11.8519,14.6402,-1.5,-1.1064,,,,13.8281,4.8439
9/5/2014,-1.2945,-2.0454,-3.6614,-1.0762,0.0585,-4.3727,-0.3401,-3.3333,1.571,-2.3569,-5.5041,1.5347,-6.6121,-5.0078,3.1304,1.387,-1.6346,-4.812,-55.314,-6.158,-4.382,-6.2294,12.427,,-14.1139,-0.3559,-3.924,-2.5245,1.0933,-4.2305,-2.204,-8.873,-1.2288,1.6867,-3.8243,0.8471,-1.3948,-0.4495,0.361,-5.2791,,-6.4078,0.8501,,-7.9598,-1.6526,,1.6157,-4.5803,-3.1579,-5.4498,7.6023,,-0.1308,,-8.1013,-7.2336,13.0037,-3.2895,,-10.9932,,0.2763,-8.8095,,-3.1921,-1.6264,-6.1023,,1.6487,-18.662,-1.1127,0.2154,-0.258,-6.3268,-17.6573,-1.8709,-1.3571,19.6003,,-0.1623,-5.3846,-9.1205,,0.5181,-3.143,,-3.0578,3.8003,2.4781,-10.8261,-3.6036,0.1061,-2.5408,,,3.2349,-1.4061,,-2.7047,-8.6667,-2.5502,0.515,-6.5508,-7.2435,-8.6201,-0.2622,-1.4133,,-1.6667,-4.2959,,,,5.1858,-1.4797,-10.9813,-2.7576,,0.2833,5.5,2.4709,2.1277,-11.2628,,-0.4354,1.3465,-8.8462,-4.4626,-8,-3.1818,-5.4441,-4.429,-5.6727,-5.6029,,-6,-2.1845,5.8824,-0.0444,0.8529,-4.7572,-0.9785,-7.8857,,,-6.6838,-0.9887,-2.211,,-13.7063,,-0.7407,8.0899,-3.0274,-1.2872,-1.0152,-5.3356,,,,8.5793,-3.5934
9/12/2014,-2.4203,-1.6135,-2.1454,0.0073,-1.3118,-6.0004,-3.3566,0.1703,-2.157,-1.5608,1.0401,3.8533,0.7056,4.3775,0.8243,-1.2679,0.0841,11.3053,1.0811,7.9477,0.9401,11.0516,4.7478,,13.056,-2.4585,-4.0062,-0.5036,-1.6609,3.3291,-2.2275,6.3221,0.7164,6.3767,1.8291,0.3733,-4.6476,-0.7989,0.8133,1.005,,22.5104,1.6858,,10.9856,2.501,,0.4727,-3.6403,2.1739,1.8171,2.9212,,3.8428,,0.2755,-1.4286,6.6451,4.7619,,-9.7759,,0.6613,10.1828,,-3.2023,-0.3733,2.0137,,-4.0384,-6.3492,-5.4852,-2.7221,1.7241,2.3441,1.4437,0.858,-0.4299,-17.8021,,-1.8699,-4.065,4.4444,,-23.1959,2.3179,,-5.3154,1.4474,42.1764,-4.1443,3.4268,0.424,-1.8622,,,-2.6567,-0.0839,,-3.8317,-3.4063,-1.3481,1.0713,-9.1559,4.483,8.6009,-3.0346,-7.8193,,12.1212,-3.8119,,,,0.0822,3.3792,-0.2625,-1.3433,,0.4708,6.793,-0.7092,7.0313,1.1538,,8.1633,15.4119,-5.9072,-0.3947,0,2.3474,10.1515,1.1725,3.14,-8,,0.0709,-0.2481,-2.381,-6.3111,0.6342,-0.4162,-0.1976,-3.5313,,,0.9642,7.9886,5.6848,,1.9449,,-7.4627,-7.3805,-2.3415,29.3173,1.1966,0.4545,,,,4.488,6.3898
9/19/2014,2.5459,2.2188,1.809,4.4383,3.7161,1.2315,-0.2836,0.6375,11.5711,-0.7866,2.7206,0.1979,-1.9087,5.3664,-3.4031,-3.3457,-0.6305,4.2294,-9.0909,2.3977,-1.979,7.195,-5.6657,,-7.7231,1.0448,-0.7317,-7.303,-3.7313,-0.7435,-1.4205,-3.342,-10.4646,-5.1975,-3.269,0.4092,-1.0066,-5.2171,5.0264,10.6061,,7.536,-5.049,,-7.6518,-7.0911,,0.556,-2.4815,4.2553,-2.9169,-3.3663,,-8.4104,,3.2967,-1.087,-6.6363,-7.1429,,-1.0571,,2.6827,-3.1596,,-1.736,5.5139,-6.236,,0.5864,-3.3128,-1.6369,-2.7246,-2.8814,-6.0171,-8.2263,-8.4121,-0.5181,-14.8554,,1.6156,-14.1243,1.0295,,-12.7517,5.7605,,3.979,-3.1053,-10.5053,4.2726,-1.506,1.372,-3.6053,,,-3.499,-5.2897,,-11.7969,-8.2284,-3.537,-0.5991,0.0787,-8.6505,-6.6788,-2.8093,-5.0424,,1.6033,8.5185,,,,-5.5829,-1.4528,8.9474,1.5129,,-4.2174,-2.4408,-2.7143,-2.4331,-4.7529,,1.752,-3.6071,-2.2422,-7.1995,-5.5901,-3.211,0.2751,-2.3179,21.0526,-0.1403,,4.6775,3.4826,-8.5366,3.7476,-7.1429,-16.092,-3.5644,-4.8253,,,-10.3683,-17.9657,25.0917,,-9.0223,,-2.4194,2.5814,-0.8991,-1,0.3378,-9.5023,,,,-7.7435,-2.2523
9/26/2014,0.65,2.2839,1.306,-2.0485,-0.2062,0.7705,-3.9591,-2.2593,9.494,3.8466,3.5934,1.7314,1.8966,-7.4898,-1.9005,-5.2797,-2.3266,4.3191,-8.2353,-5.5582,2.1378,1.3244,-2.8153,,10.5409,-0.2345,0.3276,-0.858,-5.7528,-1.1236,-2.9364,-4.6026,-4.7316,4.5322,-2.5721,-2.5005,-5.7533,10.4174,3.3235,30.3619,,-5.2756,3.0952,,0.19,-1.6824,,-3.9983,-8.2036,-1.7347,-3.1429,51.9126,,0.5051,,1.8617,1.4652,4.5035,2.0979,,-4.8611,,1.0131,-4.323,,18.7333,-2.1816,-7.9904,,-0.0343,3.5857,-1.6641,0.8327,5.5846,18.7113,3.4039,-1.2384,-1.9097,11.2029,,-0.7746,-2.6316,3.3288,,-14.6154,40.8813,,13.2008,0.3898,-3.0743,-0.2439,7.6453,0.1562,4.9213,,,4.9311,4.8759,,-9.7431,-2.4703,-11.1667,-9.7357,11.251,-1.7424,-8.9949,0.0761,3.8213,,-0.0451,-2.4232,,,,-2.9565,1.3514,-10.628,-1.7884,,-1.1742,6.3937,2.79,-4.9875,-1.5968,,22.2517,-12.0223,-9.633,2.1352,-7.8947,-4.2654,10.8368,-4.2938,13.2992,-5.8989,,0.1354,-1.2019,-5.3333,4.3896,-5.2036,-5.4795,-0.8214,12.1212,,,-1.9787,-4.8309,13.2177,,0.1311,,-2.4793,-2.0788,9.7782,-3.7037,-2.5253,7.4,-7.3171,,,-0.918,-4.7363
10/3/2014,0.794,-1.7162,-1.9338,-1.354,0.9548,-4.668,-1.2996,8.5116,-4.4102,6.1616,-2.3355,0.0267,-13.5364,-2.8452,0.5606,1.1812,-1.4725,-4.6633,-2.5641,-1.5527,-2.5581,-0.7107,-1.6222,,24.25,0.6731,-2.7755,-1.1015,-1.0823,2.2096,3.5294,14.8506,-0.5735,0.1399,-2.5334,1.9947,-0.3407,27.9023,0.2859,-0.1568,,6.2344,-2.0785,,4.7041,-5.1336,,-5.1839,-4.0546,-5.7113,2.4184,-10.9712,,6.4413,,-7.5718,5.0542,5.244,-8.9041,,-5.0533,,-1.6363,5.7971,,-4.0427,7.7801,4.6282,,0.0343,-8.3077,7.2308,-0.4505,-0.2479,8.142,4.4989,2.0899,6.3717,7.5145,,0.1643,-2.3649,0.9204,,-4.5045,23.2841,,10.7966,39.2148,-0.4614,-3.423,4.6875,4.8857,-2.5328,,,2.2115,-3.5503,,6.7713,20.075,-3.4709,8.4232,58.9816,0.4626,1.2462,5.8905,-22.0841,,1.6689,-2.3085,,,,-4.8387,-0.1212,-2.5676,9.7117,,9.2079,-21.4014,-0.7143,6.8241,4.0568,,0.6501,-4.7059,-2.5381,-3.9024,2.1429,-3.4653,7.0545,14.4038,-9.7442,-2.8358,,-6.2204,-0.9732,-2.3474,-9.3298,-1.9093,0.1318,-3.9337,1.8711,,,-2.795,5.753,-1.1006,,-2.9668,,17.7966,-4.6927,14.6924,4.8951,4.1451,-1.1173,-5.4386,,,-7.1476,3.2249
10/10/2014,-4.5006,-2.6192,-3.6534,-1.2648,-5.0028,-2.7016,-5.7383,-1.7519,-3.5547,-5.7197,0.184,-4.6401,-10.5396,-4.2143,-7.7309,-4.8158,-4.1758,-2.6505,-4.6053,-7.2501,-2.6253,-6.8891,-8.1272,,-6.4099,-5.1794,-10.1036,0.6364,-9.4967,-1.6059,-5.8983,-8.4631,-16.4996,-12.8841,-12.5471,-3.1104,-12.849,-12.7125,-8.7099,-4.3669,,-6.338,-5.8962,,-7.1377,-2.2437,,-14.1121,-11.5998,-7.3789,-5.4598,4.5455,,-19.4421,,-11.5819,-6.4147,0.1973,-9.7744,,-3.9622,,1.2879,0.4029,-9.1961,-7.1387,4.1386,-3.1809,,6.2071,-7.6342,-11.0473,1.5837,-2.8998,-4.9228,-11.6556,1.3306,-16.0566,-14.9002,,11.7309,-11.0727,-7.9479,,-5.6781,-8.0691,,-11.6367,-5.9808,-13.4994,0.2025,-13.4328,2.0317,-13.5707,,,-3.0426,-4.1192,,-12.3162,-18.5156,-13.3139,-14.1639,-12.7669,-1.0744,-23.0475,1.0408,-5.2147,,-4.3922,-6.0508,,,,-6.7797,-11.0437,-14.8405,-1.3831,,-8.9755,-7.9178,-6.4748,-10.5651,-2.729,,-9.2573,-20.4179,-2.6042,-8.992,-14.6853,3.0769,-8.9017,-25.129,-9.4623,-13.8249,,-5.4074,-10.3194,-10.5769,0.5314,7.056,-0.5263,-3.8793,-11.1735,,,-11.1821,-27.04,-24.5254,,-11.4209,,-13.6691,-8.558,-5.2042,26,-16.9154,-4.8964,-5.7514,,,-54.5973,-2.239
10/17/2014,-3.085,-2.8728,-2.675,-2.6931,7.6068,8.6334,7.1401,0.2229,-2.2725,-1.8176,-0.4944,-28.4867,8.2813,7.0843,2.2894,-1.7248,0.5505,-1.0478,8.6207,9.3527,1.1029,18.2979,11.3675,,-0.6757,1.6902,12.0797,-1.9763,5.8994,2.4482,7.073,8.5964,9.9706,-6.0922,-11.8611,-0.0961,7.7476,-4.6749,-3.7789,5.5683,,-2.5063,4.8454,,1.0535,12.6688,,8.5963,-1.6098,6.1831,7.124,-12.2222,,18.3804,,6.0703,-3.5496,6.1054,9.1667,,6.3424,,-7.2053,-2.7287,0.3541,0.0945,3.9741,17.7105,,4.682,5.9946,-9.5161,-1.3363,2.3891,-1.8951,7.4089,2.7273,12.4876,1.9856,,-1.9457,5.8366,2.5478,,5.0197,-17.478,,0.5353,1.0218,9.1762,4.093,14.1066,-6.168,4.2316,,,10.7392,-5.0274,,-2.7254,11.0259,13.0045,1.8764,6.0173,2.7929,61.8864,3.1968,12.6861,,0,4.497,,,,10.8081,0.955,6.1889,12.9032,,22.6096,9.2222,-2.3077,11.2637,8.8176,,5.2195,23.9857,-8.5561,18.4861,13.9344,-3.9801,7.1066,0.2068,3.2689,28.877,,-7.0884,9.863,13.4409,-1.5377,10.9091,9.1931,18.3857,12.0046,,,11.6906,-1.7544,7.0541,,6.802,,10.8333,-0.1282,3.4628,10.0529,7.1856,8.0198,12.7953,,,1.2559,6.2051
